Date and Time (UTC),Receiver,Transmitter,Transmitter Name,Transmitter Serial,Sensor Value,Sensor Unit,Station Name,Latitude,Longitude,Transmitter Type,Sensor Precision
2024-05-07 17:09:59,VR2W-108656,A69-1604-37294
2024-05-07 17:10:27,VR2W-108656,A69-1604-37312
2024-05-07 17:10:51,VR2W-108656,A69-1604-37321
2024-05-07 17:11:52,VR2W-108656,A69-1604-37330
2024-05-07 17:12:23,VR2W-108656,A69-1604-37339
2024-05-07 17:12:43,VR2W-108656,A69-1604-37348
2024-05-07 17:13:18,VR2W-108656,A69-1604-37357
2024-05-07 17:13:43,VR2W-108656,A69-1604-37295
2024-05-07 17:14:05,VR2W-108656,A69-1604-37304
2024-05-07 17:14:29,VR2W-108656,A69-1604-37313
2024-05-07 17:14:54,VR2W-108656,A69-1604-37358
2024-05-07 17:15:14,VR2W-108656,A69-1604-37322
2024-05-07 17:15:36,VR2W-108656,A69-1604-37331
2024-05-07 17:15:50,VR2W-108656,A69-1604-37331
2024-05-07 17:16:14,VR2W-108656,A69-1604-37340
2024-05-07 17:17:00,VR2W-108656,A69-1604-37349
2024-05-07 17:17:20,VR2W-108656,A69-1604-37341
2024-05-07 20:16:13,VR2W-108656,A69-1604-37357
2024-05-07 20:16:42,VR2W-108656,A69-1604-37314
2024-05-07 20:17:28,VR2W-108656,A69-1604-37294
2024-05-07 20:17:55,VR2W-108656,A69-1604-37330
2024-05-07 20:18:02,VR2W-108656,A69-1604-37330
2024-05-07 20:18:35,VR2W-108656,A69-1604-37359
2024-05-07 20:18:42,VR2W-108656,A69-1604-37359
2024-05-07 20:19:07,VR2W-108656,A69-1604-37350
2024-05-07 20:19:14,VR2W-108656,A69-1604-37350
2024-05-07 20:19:39,VR2W-108656,A69-1604-37332
2024-05-07 20:19:45,VR2W-108656,A69-1604-37332
2024-05-07 20:20:07,VR2W-108656,A69-1604-37323
2024-05-07 20:20:54,VR2W-108656,A69-1604-37305
2024-05-07 20:21:01,VR2W-108656,A69-1604-37305
2024-05-07 20:21:42,VR2W-108656,A69-1604-37296
2024-05-07 20:22:08,VR2W-108656,A69-1604-37297
2024-05-07 20:22:30,VR2W-108656,A69-1604-37306
2024-05-07 20:23:11,VR2W-108656,A69-1604-37315
2024-05-07 20:24:18,VR2W-108656,A69-1604-37324
2024-05-07 20:24:46,VR2W-108656,A69-1604-37333
2024-05-07 20:26:07,VR2W-108656,A69-1604-37342
2024-05-07 20:26:44,VR2W-108656,A69-1604-37351
2024-05-07 21:13:21,VR2W-108656,A69-1604-37360
2024-05-07 21:13:52,VR2W-108656,A69-1604-37299
2024-05-07 21:14:17,VR2W-108656,A69-1604-37307
2024-05-07 21:14:55,VR2W-108656,A69-1604-37316
2024-05-07 21:15:24,VR2W-108656,A69-1604-37361
2024-05-07 21:15:48,VR2W-108656,A69-1604-37352
2024-05-07 21:16:00,VR2W-108656,A69-1604-37352
2024-05-07 21:16:11,VR2W-108656,A69-1604-37325
2024-05-07 21:16:18,VR2W-108656,A69-1604-37325
2024-05-07 21:16:25,VR2W-108656,A69-1604-37325
2024-05-07 21:16:41,VR2W-108656,A69-1604-37334
2024-05-07 21:16:50,VR2W-108656,A69-1604-37352
2024-05-07 21:17:11,VR2W-108656,A69-1604-37343
2024-05-07 21:17:17,VR2W-108656,A69-1604-37343
2024-05-07 21:17:34,VR2W-108656,A69-1604-37308
2024-05-07 21:18:30,VR2W-108656,A69-1604-37317
2024-05-07 21:19:15,VR2W-108656,A69-1604-37326
2024-05-07 21:19:30,VR2W-108656,A69-1604-37335
2024-05-07 21:19:37,VR2W-108656,A69-1604-37335
2024-05-07 21:19:49,VR2W-108656,A69-1604-37344
2024-05-07 21:20:08,VR2W-108656,A69-1604-37353
2024-05-07 21:20:57,VR2W-108656,A69-1604-37362
2024-05-07 21:21:10,VR2W-108656,A69-1604-37301
2024-05-07 21:21:25,VR2W-108656,A69-1604-37345
2024-05-07 21:21:32,VR2W-108656,A69-1604-37345
2024-05-07 21:22:10,VR2W-108656,A69-1604-37336
2024-05-07 21:22:17,VR2W-108656,A69-1604-37336
2024-05-07 21:22:41,VR2W-108656,A69-1604-37327
2024-05-08 15:46:55,VR2W-108656,A69-1604-37298
2024-05-08 15:47:02,VR2W-108656,A69-1604-37298
2024-05-08 15:47:08,VR2W-108656,A69-1604-37298
2024-05-08 15:47:48,VR2W-108656,A69-1604-37318
2024-05-08 15:48:14,VR2W-108656,A69-1604-37309
2024-05-08 15:48:42,VR2W-108656,A69-1604-37354
2024-05-08 15:49:21,VR2W-108656,A69-1604-37300
2024-05-08 15:49:59,VR2W-108656,A69-1604-37310
2024-05-08 15:50:05,VR2W-108656,A69-1604-37310
2024-05-08 15:50:58,VR2W-108656,A69-1604-37302
2024-05-08 15:51:05,VR2W-108656,A69-1604-37302
2024-05-08 15:51:20,VR2W-108656,A69-1604-37319
2024-05-08 15:52:28,VR2W-108656,A69-1604-37311
2024-05-08 16:00:30,VR2W-108656,A69-1604-37320
2024-05-08 16:01:04,VR2W-108656,A69-1604-37329
2024-05-08 16:01:41,VR2W-108656,A69-1604-37337
2024-05-08 16:02:05,VR2W-108656,A69-1604-37338
2024-05-08 16:02:19,VR2W-108656,A69-1604-37346
2024-05-08 16:54:39,VR2W-108656,A69-1604-37363
2024-05-08 16:54:58,VR2W-108656,A69-1604-37355
2024-05-08 16:55:16,VR2W-108656,A69-1604-37347
2024-05-08 16:56:15,VR2W-108656,A69-1604-37365
2024-05-08 16:56:31,VR2W-108656,A69-1604-37364
2024-05-08 16:56:54,VR2W-108656,A69-1604-37356
2024-05-08 16:57:18,VR2W-108656,A69-1604-37566
2024-05-08 16:57:45,VR2W-108656,A69-1604-37565
2024-05-08 16:57:52,VR2W-108656,A69-1604-37565
2024-05-08 16:57:59,VR2W-108656,A69-1604-37565
2024-05-08 16:58:35,VR2W-108656,A69-1604-37564
2024-05-08 16:58:59,VR2W-108656,A69-1604-37555
2024-05-08 16:59:06,VR2W-108656,A69-1604-37555
2024-05-08 16:59:12,VR2W-108656,A69-1604-37555
2024-05-08 16:59:18,VR2W-108656,A69-1604-37555
2024-05-08 16:59:51,VR2W-108656,A69-1604-37560
2024-05-08 17:00:11,VR2W-108656,A69-1604-37556
2024-05-08 17:01:25,VR2W-108656,A69-1604-37558
2024-05-08 17:02:03,VR2W-108656,A69-1604-37557
2024-05-08 17:02:34,VR2W-108656,A69-1604-37559
2024-05-12 14:39:55,VR2W-108656,A69-1604-37438
2024-05-12 14:40:17,VR2W-108656,A69-1604-37439
2024-05-12 14:40:33,VR2W-108656,A69-1604-37440
2024-05-12 14:40:55,VR2W-108656,A69-1604-37441
2024-05-12 14:41:16,VR2W-108656,A69-1604-37442
2024-05-12 14:41:37,VR2W-108656,A69-1604-37443
2024-05-12 14:41:57,VR2W-108656,A69-1604-37444
2024-05-12 14:42:17,VR2W-108656,A69-1604-37445
2024-05-12 14:42:42,VR2W-108656,A69-1604-37446
2024-05-12 14:43:03,VR2W-108656,A69-1604-37447
2024-05-12 14:43:30,VR2W-108656,A69-1604-37448
2024-05-12 14:44:01,VR2W-108656,A69-1604-37449
2024-05-12 14:44:18,VR2W-108656,A69-1604-37450
2024-05-12 14:44:25,VR2W-108656,A69-1604-37450
2024-05-12 14:45:06,VR2W-108656,A69-1604-37451
2024-05-12 14:45:23,VR2W-108656,A69-1604-37452
2024-05-12 14:45:42,VR2W-108656,A69-1604-37453
2024-05-12 14:46:00,VR2W-108656,A69-1604-37454
2024-05-12 14:46:18,VR2W-108656,A69-1604-37455
2024-05-12 14:46:40,VR2W-108656,A69-1604-37456
2024-05-12 14:47:03,VR2W-108656,A69-1604-37457
2024-05-12 14:47:23,VR2W-108656,A69-1604-37458
2024-05-12 14:47:40,VR2W-108656,A69-1604-37459
2024-05-12 14:47:47,VR2W-108656,A69-1604-37459
2024-05-12 14:48:20,VR2W-108656,A69-1604-37460
2024-05-12 14:48:40,VR2W-108656,A69-1604-37461
2024-05-12 14:48:57,VR2W-108656,A69-1604-37462
2024-05-12 14:49:19,VR2W-108656,A69-1604-37463
2024-05-12 14:49:38,VR2W-108656,A69-1604-37464
2024-05-12 14:49:59,VR2W-108656,A69-1604-37465
2024-05-12 14:50:19,VR2W-108656,A69-1604-37466
2024-05-12 14:51:13,VR2W-108656,A69-1604-37467
2024-05-12 14:51:33,VR2W-108656,A69-1604-37468
2024-05-12 14:51:51,VR2W-108656,A69-1604-37469
2024-05-12 14:52:16,VR2W-108656,A69-1604-37470
2024-05-12 14:52:32,VR2W-108656,A69-1604-37471
2024-05-12 14:52:51,VR2W-108656,A69-1604-37472
2024-05-12 14:53:20,VR2W-108656,A69-1604-37473
2024-05-12 14:53:37,VR2W-108656,A69-1604-37474
2024-05-12 14:53:44,VR2W-108656,A69-1604-37474
2024-05-12 14:54:05,VR2W-108656,A69-1604-37475
2024-05-12 14:54:12,VR2W-108656,A69-1604-37475
2024-05-12 14:54:19,VR2W-108656,A69-1604-37475
2024-05-12 14:54:49,VR2W-108656,A69-1604-37476
2024-05-12 14:55:04,VR2W-108656,A69-1604-37477
2024-05-12 15:03:58,VR2W-108656,A69-1604-37478
2024-05-12 15:04:41,VR2W-108656,A69-1604-37479
2024-05-12 15:05:00,VR2W-108656,A69-1604-37480
2024-05-12 15:05:18,VR2W-108656,A69-1604-37481
2024-05-12 15:05:44,VR2W-108656,A69-1604-37482
2024-05-12 15:06:08,VR2W-108656,A69-1604-37483
